Id,Status,Person > Department > Type,Person > Brand,Location,Project,Bid Link,Task,Type,Department,Step,Date,Logged Hours,Start Time,Stop Time,Pay Period
4790118,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),5/31/24,2.25,5/31/24 13:45,5/31/24 16:00,GA - PayPeriod 12 - 05/20/2024
4790121,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),5/28/24,2.75,5/28/24 16:30,5/28/24 19:15,GA - PayPeriod 12 - 05/20/2024
4790122,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),5/29/24,1,5/29/24 16:30,5/29/24 17:30,GA - PayPeriod 12 - 05/20/2024
4790124,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),5/31/24,2,5/31/24 16:30,5/31/24 18:30,GA - PayPeriod 12 - 05/20/2024
4790409,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),5/28/24,0.75,5/28/24 20:00,5/28/24 20:45,GA - PayPeriod 12 - 05/20/2024
4801806,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/3/24,0.75,6/3/24 9:00,6/3/24 9:45,GA - PayPeriod 13 - 06/03/2024
4801807,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/4/24,0.75,6/4/24 9:00,6/4/24 9:45,GA - PayPeriod 13 - 06/03/2024
4801808,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/5/24,0.75,6/5/24 9:00,6/5/24 9:45,GA - PayPeriod 13 - 06/03/2024
4801809,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/6/24,0.75,6/6/24 9:00,6/6/24 9:45,GA - PayPeriod 13 - 06/03/2024
4803810,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/4/24,2.75,6/4/24 10:15,6/4/24 13:00,GA - PayPeriod 13 - 06/03/2024
4803811,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/5/24,2.75,6/5/24 10:15,6/5/24 13:00,GA - PayPeriod 13 - 06/03/2024
4803812,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/6/24,2.75,6/6/24 10:15,6/6/24 13:00,GA - PayPeriod 13 - 06/03/2024
4803822,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/4/24,2,6/4/24 14:00,6/4/24 16:00,GA - PayPeriod 13 - 06/03/2024
4803823,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/5/24,2,6/5/24 14:00,6/5/24 16:00,GA - PayPeriod 13 - 06/03/2024
4803824,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/6/24,2,6/6/24 14:00,6/6/24 16:00,GA - PayPeriod 13 - 06/03/2024
4803831,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/4/24,2.25,6/4/24 16:45,6/4/24 19:00,GA - PayPeriod 13 - 06/03/2024
4803833,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/5/24,2.25,6/5/24 16:45,6/5/24 19:00,GA - PayPeriod 13 - 06/03/2024
4803834,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/3/24,2.25,6/3/24 16:45,6/3/24 19:00,GA - PayPeriod 13 - 06/03/2024
4816363,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/3/24,1,6/3/24 15:00,6/3/24 16:00,GA - PayPeriod 13 - 06/03/2024
4817126,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/10/24,1,6/10/24 9:00,6/10/24 10:00,GA - PayPeriod 13 - 06/03/2024
4817159,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/10/24,0.75,6/10/24 10:30,6/10/24 11:15,GA - PayPeriod 13 - 06/03/2024
4819633,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/11/24,0.5,6/11/24 10:30,6/11/24 11:00,GA - PayPeriod 13 - 06/03/2024
4819638,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/11/24,1,6/11/24 12:00,6/11/24 13:00,GA - PayPeriod 13 - 06/03/2024
4819646,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/10/24,2.25,6/10/24 18:45,6/10/24 21:00,GA - PayPeriod 13 - 06/03/2024
4822407,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/11/24,2.5,6/11/24 16:30,6/11/24 19:00,GA - PayPeriod 13 - 06/03/2024
4822411,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/12/24,0.5,6/12/24 9:30,6/12/24 10:00,GA - PayPeriod 13 - 06/03/2024
4822412,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/12/24,0.5,6/12/24 10:30,6/12/24 11:00,GA - PayPeriod 13 - 06/03/2024
4822418,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/12/24,1.5,6/12/24 11:30,6/12/24 13:00,GA - PayPeriod 13 - 06/03/2024
4822420,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/12/24,0.75,6/12/24 15:00,6/12/24 15:45,GA - PayPeriod 13 - 06/03/2024
4822468,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/12/24,1.5,6/12/24 16:30,6/12/24 18:00,GA - PayPeriod 13 - 06/03/2024
4824644,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/13/24,1,6/13/24 9:00,6/13/24 10:00,GA - PayPeriod 13 - 06/03/2024
4824647,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/13/24,0.5,6/13/24 10:30,6/13/24 11:00,GA - PayPeriod 13 - 06/03/2024
4824648,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/13/24,1.5,6/13/24 11:30,6/13/24 13:00,GA - PayPeriod 13 - 06/03/2024
4824649,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/13/24,1.75,6/13/24 14:00,6/13/24 15:45,GA - PayPeriod 13 - 06/03/2024
4824650,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/13/24,1.5,6/13/24 16:30,6/13/24 18:00,GA - PayPeriod 13 - 06/03/2024
4827776,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/14/24,1,6/14/24 9:00,6/14/24 10:00,GA - PayPeriod 13 - 06/03/2024
4827777,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/14/24,0.5,6/14/24 10:30,6/14/24 11:00,GA - PayPeriod 13 - 06/03/2024
4827778,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/14/24,1.5,6/14/24 11:30,6/14/24 13:00,GA - PayPeriod 13 - 06/03/2024
4832231,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/14/24,0.5,6/14/24 14:00,6/14/24 14:30,GA - PayPeriod 13 - 06/03/2024
4832275,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/17/24,0.25,6/17/24 9:30,6/17/24 9:45,GA - PayPeriod 14 - 06/17/2024
4835753,sub,non-artist COGS,Fuse,GA,Hysteria,HYS108,CMP - Markups,Worktime,Composite Supervision,CMP - Compositing (Asset),6/17/24,0.75,6/17/24 17:45,6/17/24 18:30,GA - PayPeriod 14 - 06/17/2024
4789747,sub,COGS,Fuse,NY,Hysteria,HYS108,CMP - NY,Worktime,Compositor,CMP - Compositing (Shot),5/28/24,1,5/28/24 12:15,5/28/24 13:15,NY - PayPeriod 12 - 05/20/2024
4791761,sub,COGS,Fuse,NY,Hysteria,HYS108,CMP - NY,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,0.75,5/29/24 10:30,5/29/24 11:15,NY - PayPeriod 12 - 05/20/2024
4791995,sub,COGS,Fuse,NY,Hysteria,HYS108,CMP - NY,Worktime,Compositor,CMP - Compositing (Shot),5/29/24,0.25,5/29/24 14:30,5/29/24 14:45,NY - PayPeriod 12 - 05/20/2024
4813877,sub,COGS,Fuse,NY,Hysteria,HYS108,CMP - NY,Worktime,Compositor,CMP - Compositing (Shot),6/7/24,0.25,6/7/24 15:00,6/7/24 15:15,NY - PayPeriod 13 - 06/03/2024
4813878,sub,COGS,Fuse,NY,Hysteria,HYS108,CMP - NY,Worktime,Compositor,CMP - Compositing (Shot),6/7/24,0.25,6/7/24 15:15,6/7/24 15:30,NY - PayPeriod 13 - 06/03/2024
4819710,sub,COGS,Fuse,NY,Hysteria,HYS108,CMP - NY,Worktime,Compositor,CMP - Compositing (Shot),6/11/24,0.416667,6/11/24 10:45,6/11/24 11:10,NY - PayPeriod 13 - 06/03/2024
4789962,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - Slap Comp,Worktime,VFX Supervision,CMP - Compositing (Shot),5/28/24,2.5,5/28/24 9:00,5/28/24 11:30,MT - PayPeriod 12 - 05/19/2024
4789964,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - Slap Comp,Worktime,VFX Supervision,CMP - Compositing (Shot),5/28/24,4.25,5/28/24 13:45,5/28/24 18:00,MT - PayPeriod 12 - 05/19/2024
4823417,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - Slap Comp,Worktime,Composite Supervision,CMP - Compositing (Shot),6/12/24,2.75,6/12/24 15:15,6/12/24 18:00,MT - PayPeriod 13 - 06/02/2024
4825341,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - Slap Comp,Worktime,VFX Supervision,CMP - Compositing (Shot),6/12/24,1.75,6/12/24 9:00,6/12/24 10:45,MT - PayPeriod 13 - 06/02/2024
4825344,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - Slap Comp,Worktime,VFX Supervision,CMP - Compositing (Shot),6/11/24,3.25,6/11/24 14:45,6/11/24 18:00,MT - PayPeriod 13 - 06/02/2024
4825347,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - Slap Comp,Worktime,VFX Supervision,CMP - Compositing (Shot),6/12/24,2.5,6/12/24 15:30,6/12/24 18:00,MT - PayPeriod 13 - 06/02/2024
4825638,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - Slap Comp,Worktime,VFX Supervision,CMP - Compositing (Shot),6/13/24,2,6/13/24 13:30,6/13/24 15:30,MT - PayPeriod 13 - 06/02/2024
4827535,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - Slap Comp,Worktime,VFX Supervision,CMP - Compositing (Shot),6/13/24,1.5,6/13/24 15:30,6/13/24 17:00,MT - PayPeriod 13 - 06/02/2024
4835183,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - Slap Comp,Worktime,VFX Supervision,CMP - Compositing (Shot),6/17/24,1.25,6/17/24 14:30,6/17/24 15:45,MT - PayPeriod 14 - 06/16/2024
4835390,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - Slap Comp,Worktime,VFX Supervision,CMP - Compositing (Shot),6/17/24,0.25,6/17/24 16:30,6/17/24 16:45,MT - PayPeriod 14 - 06/16/2024
4830776,sub,COGS,Folks,TO,Trap,TRAP100,CMP Sub,Worktime,Compositor,CMP - Compositing (Shot),6/16/24,0.75,6/16/24 20:30,6/16/24 21:15,TO - PayPeriod 14 - 06/16/2024
4830777,sub,COGS,Folks,TO,Trap,TRAP100,CMP Sub,Worktime,Compositor,CMP - Compositing (Shot),6/16/24,0.75,6/16/24 21:15,6/16/24 22:00,TO - PayPeriod 14 - 06/16/2024
4830778,sub,COGS,Folks,TO,Trap,TRAP100,CMP Sub,Worktime,Compositor,CMP - Compositing (Shot),6/16/24,0.75,6/16/24 22:00,6/16/24 22:45,TO - PayPeriod 14 - 06/16/2024
4817679,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - WIP,Worktime,Composite Supervision,CMP - Compositing (Shot),6/10/24,3.25,6/10/24 10:30,6/10/24 13:45,MT - PayPeriod 13 - 06/02/2024
4820651,sub,non-artist COGS,Folks,MT,MAVEN,MAV100,CMP - WIP,Worktime,Composite Supervision,CMP - Compositing (Shot),6/11/24,3.366667,6/11/24 10:30,6/11/24 13:52,MT - PayPeriod 13 - 06/02/2024
4786718,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,1.666667,5/27/24 8:40,5/27/24 10:20,BO - PayPeriod 10 - 05/16/2024
4786719,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,1.666667,5/27/24 10:20,5/27/24 12:00,BO - PayPeriod 10 - 05/16/2024
4787244,sub,COGS,Folks,TO,FightNight,FIN101,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,2,5/27/24 9:00,5/27/24 11:00,TO - PayPeriod 12 - 05/19/2024
4787390,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,4.25,5/27/24 10:15,5/27/24 14:30,BO - PayPeriod 10 - 05/16/2024
4787397,sub,COGS,Folks,BO,ForeverAlone,CAD101,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,1,5/27/24 10:00,5/27/24 11:00,BO - PayPeriod 10 - 05/16/2024
4787500,sub,COGS,Folks,MT,Monster,MTR202,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,3.75,5/27/24 9:30,5/27/24 13:15,MT - PayPeriod 12 - 05/19/2024
4787620,sub,COGS,Folks,MT,Monster,MTR201,comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,3.5,5/27/24 9:00,5/27/24 12:30,MT - PayPeriod 12 - 05/19/2024
4787629,sub,COGS,Folks,BO,ForeverAlone,CAD101,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,3,5/27/24 12:00,5/27/24 15:00,BO - PayPeriod 10 - 05/16/2024
4787649,sub,COGS,Folks,MT,Monster,MTR202,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,1,5/27/24 13:15,5/27/24 14:15,MT - PayPeriod 12 - 05/19/2024
4787653,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,4.75,5/27/24 10:00,5/27/24 14:45,BO - PayPeriod 10 - 05/16/2024
4787693,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,4,5/27/24 10:00,5/27/24 14:00,BO - PayPeriod 10 - 05/16/2024
4787699,sub,COGS,Fuse,BC,MechanicalUP,MCL203,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,1,5/27/24 14:30,5/27/24 15:30,BC - PayPeriod 12 - 05/19/2024
4787704,sub,COGS,Folks,BO,Verne,JV205,Comp,Worktime,Compositor,CMP - Compositing (Shot),5/27/24,5,5/27/24 10:30,5/27/24 15:30,BO - PayPeriod 10 - 05/16/2024
